timediff_mean,distance_mean,speed_mean,acc_mean,bearing_mean,timediff_min,distance_min,speed_min,acc_min,bearing_min,timediff_max,distance_max,speed_max,acc_max,bearing_max,timediff_median,distance_median,speed_median,acc_median,bearing_median,timediff_std,distance_std,speed_std,acc_std,bearing_std,class
81385.5,500.91,0.0275,0.0,218.43375,4558.0,147.7,0.0,0.0,64.72,217069.0,790.49,0.16,0.0,322.76,38849.0,525.495,0.01,0.0,228.57,82809.0750048,228.24805679,0.0539179270479,0.0,92.1026917456,DEER
276686.0,869.185,0.0,0.0,109.335,220396.0,849.64,0.0,-0.0,44.85,332976.0,888.73,0.0,-0.0,173.82,276686.0,869.185,0.0,-0.0,109.335,79606.081426,27.6408040766,0.0,0.0,91.1955615696,DEER
60820.6666667,310.471111111,0.0188888888889,0.0,139.891111111,2778.0,0.0,0.0,0.0,0.0,149729.0,828.08,0.11,0.0,338.72,59593.0,295.31,0.0,0.0,117.61,56070.5633064,285.150216134,0.0358623913189,0.0,143.255347757,DEER
102294.166667,803.495,0.0316666666667,0.0,128.476666667,4728.0,222.77,0.0,0.0,12.74,254318.0,1897.26,0.13,0.0,254.43,80837.5,535.34,0.015,0.0,142.515,96225.6340513,683.112975188,0.0495647724363,0.0,102.512199794,DEER
51207.6363636,172.464545455,0.0163636363636,0.0,213.308181818,3014.0,45.51,0.0,0.0,9.14,249845.0,339.56,0.11,0.0,359.63,37369.0,169.78,0.0,-0.0,189.14,70122.7693539,91.4065215795,0.0326413012218,0.0,126.176414977,DEER
292956.5,685.02,0.005,0.0,87.34,98032.0,574.93,0.0,0.0,33.63,487881.0,795.11,0.01,0.0,141.05,292956.5,685.02,0.005,0.0,87.34,275664.871539,155.690771082,0.00707106781187,0.0,75.9574104351,DEER
298114.5,0.0,0.0,0.0,0.0,138748.0,0.0,0.0,0.0,0.0,457481.0,0.0,0.0,0.0,0.0,298114.5,0.0,0.0,0.0,0.0,225378.265688,0.0,0.0,0.0,0.0,DEER
292884.0,931.375,0.0,0.0,103.385,160749.0,600.3,0.0,0.0,5.12,425019.0,1262.45,0.0,0.0,201.65,292884.0,931.375,0.0,0.0,103.385,186867.109064,468.210755163,0.0,0.0,138.967695707,DEER
188964.833333,654.046666667,0.00666666666667,0.0,164.048333333,51318.0,214.34,0.0,-0.0,17.42,746234.0,1314.58,0.02,-0.0,331.46,80228.0,523.845,0.005,-0.0,136.895,274070.957372,433.666195485,0.00816496580928,0.0,116.431736295,DEER
11737.5208333,249.183333333,0.030625,0.0,160.325,2066.0,14.36,0.0,0.0,2.85,118693.0,790.28,0.12,0.0,356.4,7002.0,177.0,0.02,-0.0,169.98,17284.2575539,209.117529454,0.0262885987746,0.0,113.745300151,DEER
8437.625,239.717361111,0.0344444444444,0.0,186.00625,2128.0,14.36,0.0,0.0,3.48,25070.0,1114.03,0.16,0.0,359.63,6899.0,150.66,0.02,0.0,180.655,4067.71070487,242.077925261,0.0378242372884,0.0,106.701861732,DEER
59774.0952381,241.441904762,0.0309523809524,0.0,208.983809524,2921.0,42.48,0.0,0.0,22.87,1060518.0,807.38,0.12,0.0,359.63,6842.0,247.86,0.02,-0.0,223.59,229511.684471,192.25139689,0.0279114245256,0.0,117.275478318,DEER
17395.625,228.47,0.0221875,0.0,193.4853125,1730.0,14.36,0.0,-0.0,3.48,62161.0,808.35,0.13,-0.0,359.64,12670.0,176.465,0.01,-0.0,183.875,14316.0428772,185.251106496,0.0289308825953,0.0,105.533901784,DEER
27421.16,343.4176,0.0268,0.0,212.3744,1613.0,14.35,0.0,-0.0,6.02,193413.0,1118.39,0.17,-0.0,349.98,12757.0,258.44,0.01,-0.0,196.3,40383.113882,322.404786918,0.0365969033298,0.0,111.911789931,DEER
35929.8666667,432.216,0.0173333333333,0.0,185.17,9516.0,93.32,0.0,-0.0,19.28,100155.0,1294.9,0.05,-0.0,346.82,31261.0,465.34,0.01,-0.0,201.29,27005.7606391,291.60761887,0.0153374735611,0.0,110.097239683,DEER
46999.2307692,402.166153846,0.0153846153846,0.0,193.467692308,6270.0,43.07,0.0,0.0,1.39,150563.0,1145.87,0.06,0.0,358.2,28663.0,373.34,0.01,0.0,181.24,44016.7713551,322.249883412,0.0156073618395,0.0,110.32572412,DEER
20565.4482759,324.176896552,0.0327586206897,0.0,178.438965517,3910.0,42.48,0.0,-0.0,9.14,82432.0,967.69,0.16,-0.0,359.64,9166.0,254.56,0.02,0.0,179.63,22690.7999884,228.205207796,0.0351422163424,0.0,98.6546992344,DEER
18236.0285714,190.58,0.0185714285714,0.0,200.162,880.0,0.0,0.0,0.0,0.0,57436.0,1146.24,0.12,0.0,359.63,12724.0,128.94,0.01,-0.0,179.64,15113.0327328,203.090380764,0.0252217060046,0.0,119.63032423,DEER
14320.725,192.8515,0.01675,0.0,209.3365,3471.0,0.0,0.0,0.0,0.0,36067.0,722.11,0.09,0.0,359.64,13491.0,129.095,0.01,0.0,187.58,8515.41925128,184.687258186,0.0191334718122,0.0,122.503696826,DEER
14907.625,170.34025,0.01725,0.0,183.2455,1110.0,0.0,0.0,-0.0,0.0,44332.0,354.69,0.13,-0.0,359.64,14165.5,156.08,0.01,0.0,179.635,10455.4639566,103.733547265,0.0217193639233,0.0,112.468433063,DEER
32173.7894737,308.357368421,0.0126315789474,0.0,192.764210526,7084.0,0.0,0.0,-0.0,0.0,95516.0,751.18,0.05,-0.0,359.63,28464.0,256.36,0.01,-0.0,179.63,24235.1074719,247.769304122,0.012401659953,0.0,116.490716526,DEER
21699.25,481.870714286,0.0364285714286,0.0,210.227142857,6258.0,0.0,0.0,-0.0,0.0,78135.0,1404.94,0.18,-0.0,356.0,20788.0,348.525,0.025,0.0,179.63,16432.4746668,359.077895201,0.0397412264452,0.0,113.831663787,DEER
27496.9090909,532.389545455,0.0318181818182,0.0,169.970454545,6899.0,44.16,0.0,0.0,2.72,234858.0,2292.12,0.11,0.0,353.17,14185.5,426.49,0.02,0.0,171.28,47819.5398316,518.210505604,0.0271917991202,0.0,122.498457385,DEER
16681.2777778,275.859722222,0.0208333333333,0.0,211.292777778,1592.0,0.0,0.0,-0.0,0.0,68632.0,641.71,0.07,-0.0,359.63,14339.5,210.1,0.015,0.0,194.785,13119.0197295,194.019168324,0.0169663532575,0.0,119.145461723,DEER
17981.6511628,333.418604651,0.0267441860465,0.0,164.081627907,6804.0,0.0,0.0,0.0,0.0,198206.0,946.13,0.11,0.0,359.63,7490.0,239.43,0.02,-0.0,171.89,30741.4945077,270.755464075,0.0215716889235,0.0,111.007070151,DEER
31291.9333333,305.737333333,0.0386666666667,0.0,186.864666667,6779.0,14.36,0.0,0.0,6.02,344630.0,890.94,0.12,0.0,359.63,7809.0,299.57,0.03,0.0,187.27,86735.8048291,256.110443516,0.0350238014308,0.0,102.588139029,DEER
10290.0,236.226666667,0.0211111111111,0.0,179.851111111,-0.0,0.0,0.0,0.0,0.0,23180.0,548.54,0.05,0.0,314.85,7532.0,258.46,0.02,-0.0,202.09,6968.77523314,178.012164542,0.0161589328581,0.0,98.999077072,DEER
2429.15584416,162.54012987,0.0934415584416,0.0,199.904480519,190.0,0.0,0.0,0.0,0.0,9343.0,1060.77,1.66,0.0,359.63,2136.5,120.8,0.05,0.0,179.63,1340.71205415,168.529246604,0.185265680522,0.0,119.724139435,DEER
2641.56331878,132.313580786,0.109213973799,-0.000524017467249,188.019126638,72.0,0.0,0.0,-0.12,0.0,16620.0,897.16,9.08,0.0,359.63,2149.0,85.03,0.03,-0.0,179.63,1758.8693716,163.382432524,0.613127081484,0.00792982320546,117.706613444,DEER
13227.9454545,233.239272727,0.102545454545,-0.000181818181818,183.801454545,107.0,0.0,0.0,-0.01,0.0,601166.0,2927.82,0.81,-0.0,359.63,2101.0,127.56,0.05,0.0,179.63,80752.8257768,403.452987159,0.132192594932,0.00134839972493,117.289264853,DEER
4198.88695652,127.814782609,0.0652173913043,0.0,184.579217391,256.0,0.0,0.0,-0.0,0.0,40765.0,679.92,1.39,-0.0,359.62,2141.0,85.55,0.02,-0.0,179.62,5249.24508318,128.371048557,0.150048809755,0.0,118.990514093,DEER
5227.51304348,136.940521739,0.0402608695652,0.0,163.775043478,486.0,0.0,0.0,0.0,0.0,29216.0,714.06,0.72,0.0,359.62,3673.0,87.01,0.02,-0.0,179.62,4833.10922838,141.344420476,0.0795652757458,0.0,118.181474328,DEER
5847.19047619,245.959809524,0.0564761904762,0.0,172.768285714,1099.0,0.0,0.0,-0.0,0.0,23173.0,1655.5,0.44,-0.0,359.63,3832.0,177.01,0.03,0.0,179.63,4200.88188337,251.421094584,0.0753195877116,0.0,112.980551062,DEER
6317.46315789,203.534105263,0.0506315789474,-0.000105263157895,204.046421053,126.0,0.0,0.0,-0.01,0.0,47401.0,653.66,0.72,-0.0,359.63,3936.0,170.06,0.03,-0.0,182.84,6368.18036038,148.758013126,0.0795440534482,0.00102597835209,117.662781077,DEER
6923.5,289.736022727,0.0571590909091,0.0,191.755454545,1110.0,0.0,0.0,0.0,0.0,31872.0,1316.85,0.25,0.0,359.63,4104.5,212.51,0.035,-0.0,182.38,6118.82971119,285.86111339,0.0603238170618,0.0,118.80250513,DEER
145421.176471,361.570588235,0.0329411764706,0.0,173.254705882,3823.0,14.38,0.0,0.0,6.01,2364278.0,3618.55,0.11,0.0,359.62,4108.0,127.61,0.02,0.0,179.62,571808.4714,847.919703351,0.0349579579428,0.0,120.795017391,DEER
6029.89411765,231.775529412,0.058,0.0,198.758235294,-0.0,0.0,0.0,0.0,0.0,28381.0,1659.86,0.74,0.0,359.63,4417.0,170.05,0.03,-0.0,179.63,4786.15721943,237.269536892,0.0977460265908,0.0,118.184268554,DEER
3834.21649485,234.231752577,0.0923711340206,-0.000103092783505,218.624639175,273.0,0.0,0.0,-0.01,0.0,15103.0,900.62,1.71,-0.0,359.64,2317.0,173.25,0.06,-0.0,182.6,2855.31966332,177.892743435,0.178037760484,0.00101534616513,115.421205329,DEER
5579.03703704,208.208148148,0.0642592592593,-9.25925925926e-05,188.607037037,140.0,0.0,0.0,-0.01,0.0,36135.0,690.26,0.92,0.0,359.63,4224.5,170.465,0.04,-0.0,179.63,5316.62952737,163.933842595,0.0991949247242,0.000962250448649,119.288270916,DEER
26073.1071429,299.034285714,0.102857142857,0.0,187.493928571,933.0,43.07,0.0,-0.0,2.39,601225.0,1200.47,0.65,-0.0,353.18,3049.0,213.3,0.05,0.0,177.21,112799.029747,294.378659294,0.145751110608,0.0,113.287303736,DEER
3619.16176471,207.852573529,0.0975735294118,-0.000147058823529,202.746029412,175.0,0.0,0.0,-0.01,0.0,14551.0,763.87,1.54,-0.0,359.64,2127.5,172.255,0.06,0.0,179.63,2906.19014754,157.842999329,0.175556243277,0.00120817837636,115.740152137,DEER
7107.92941176,278.745411765,0.0869411764706,0.0,210.906705882,136.0,0.0,0.0,0.0,0.0,44411.0,868.87,1.77,0.0,359.63,3789.0,214.68,0.04,-0.0,179.63,9125.49791569,219.121912265,0.199021556199,0.0,111.816143218,DEER
8108.19178082,322.208356164,0.0552054794521,0.0,195.11260274,1705.0,0.0,0.0,0.0,0.0,51760.0,1192.28,0.23,0.0,359.63,4750.0,250.44,0.04,-0.0,179.63,8086.78788666,259.953047374,0.0479614888635,0.0,117.553704181,DEER
11816.8269231,343.024230769,0.0551923076923,0.0,200.2575,1322.0,14.36,0.0,-0.0,12.18,80422.0,1202.65,0.56,-0.0,359.64,6199.5,255.12,0.035,0.0,181.995,13749.7946605,272.987276256,0.0806709701805,0.0,113.860733387,DEER
15044.8292683,277.850243902,0.0346341463415,0.0,199.366829268,3599.0,14.36,0.0,0.0,1.78,138526.0,1150.23,0.17,0.0,359.63,4430.0,176.68,0.03,0.0,179.63,23335.6506122,228.710059928,0.0327183099331,0.0,114.665733492,DEER
223620.545455,211.328181818,0.0327272727273,0.0,234.057272727,3807.0,50.09,0.0,-0.0,0.92,2364333.0,638.19,0.15,-0.0,353.18,8043.0,132.51,0.02,0.0,227.77,710028.599159,191.33232324,0.0438385467576,0.0,113.019114144,DEER
400686.865385,304.464807692,0.0459615384615,0.0,177.942115385,374.0,0.0,0.0,0.0,0.0,20331843.0,1786.26,0.45,0.0,359.64,4991.0,223.22,0.03,0.0,181.21,2818165.49707,314.524059683,0.0668407418138,0.0,122.987112211,DEER
7290.71052632,207.531578947,0.0402631578947,0.0,200.534210526,823.0,14.36,0.0,-0.0,18.0,21917.0,781.96,0.27,-0.0,359.63,4636.5,171.115,0.03,0.0,185.855,4740.27086071,173.03940138,0.0464110216468,0.0,106.323875446,DEER
6808.65909091,309.180795455,0.0820454545455,-0.000113636363636,185.3775,279.0,0.0,0.0,-0.01,0.0,31285.0,1188.82,1.72,0.0,359.63,4380.5,222.86,0.04,-0.0,180.435,5408.66278093,252.329566011,0.20079244783,0.00106600358178,116.091284774,DEER
9745.69230769,280.709692308,0.0516923076923,0.0,166.695692308,185.0,14.36,0.0,-0.0,1.56,45524.0,1201.86,0.69,-0.0,359.63,5490.0,213.66,0.03,-0.0,169.11,8920.24101574,248.214836684,0.0891376959886,0.0,117.282033857,DEER
11788.92,400.782,0.0864,0.0,169.5888,441.0,0.0,0.0,0.0,0.0,43364.0,990.26,1.44,0.0,359.63,9750.0,372.395,0.04,0.0,174.41,9605.93206569,265.460232642,0.214930078806,0.0,121.55500241,DEER
14423.5609756,389.30195122,0.0468292682927,0.0,211.741463415,569.0,61.98,0.0,-0.0,6.02,66587.0,1165.68,0.23,-0.0,358.02,10146.0,329.79,0.04,-0.0,182.39,14058.1864318,262.799779074,0.0451906530375,0.0,102.26477479,DEER
15358.4634146,404.377560976,0.102682926829,-0.000243902439024,184.68804878,169.0,0.0,0.0,-0.01,0.0,121526.0,1225.57,2.35,-0.0,359.63,10235.0,326.41,0.03,0.0,175.76,20140.2583748,323.248548827,0.363455804674,0.00156173761889,123.017892097,DEER
17831.3939394,393.931212121,0.0381818181818,0.0,200.167575758,4890.0,28.71,0.0,0.0,6.02,99573.0,1019.17,0.2,0.0,358.15,10732.0,297.45,0.03,0.0,179.63,19042.4412119,280.3862772,0.0428991947371,0.0,114.380791958,DEER
17576.1470588,527.619117647,0.0661764705882,0.0,194.852058824,3580.0,84.98,0.0,-0.0,1.43,83623.0,2338.49,0.65,-0.0,359.63,10409.0,314.995,0.035,0.0,178.75,17727.9399496,575.375826055,0.113831739353,0.0,125.296344085,DEER
119717.166667,325.355,0.03,0.0,199.835833333,1950.0,100.17,0.0,-0.0,43.58,1030859.0,769.32,0.22,-0.0,349.97,25123.5,321.57,0.01,-0.0,180.835,289305.357709,199.613004837,0.0612001188353,0.0,91.5835996095,DEER
49694.375,527.67,0.035,0.0,215.52125,10385.0,52.45,0.0,-0.0,7.27,143455.0,1284.85,0.11,-0.0,354.79,24426.5,385.685,0.01,0.0,196.95,49766.8056265,453.682172325,0.0484030695603,0.0,121.61062212,DEER
65684.7,354.316,0.014,0.0,151.36,6738.0,43.07,0.0,-0.0,6.02,182205.0,989.69,0.07,-0.0,354.35,46682.5,238.25,0.0,0.0,159.43,53157.4247245,336.054991141,0.0236643191324,0.0,117.812680321,DEER
92851.0,355.66,0.01125,0.0,195.065,6816.0,85.48,0.0,0.0,2.39,489090.0,850.66,0.04,0.0,342.95,39774.0,324.08,0.01,-0.0,179.31,161873.718596,248.268646717,0.0124642345476,0.0,107.491185685,DEER
147259.0,792.99,0.0266666666667,0.0,202.24,7678.0,157.99,0.0,0.0,86.77,405988.0,1664.44,0.06,0.0,350.71,28111.0,556.54,0.02,-0.0,169.24,224298.681345,780.563483965,0.030550504633,0.0,135.029000218,DEER
60674.0,503.774,0.011,0.0,170.006,6875.0,50.09,0.0,0.0,6.02,216951.0,1542.83,0.03,0.0,359.63,36685.0,320.195,0.01,0.0,186.025,65728.038164,479.953219808,0.00875595035771,0.0,118.738198497,DEER
150674.4,429.286,0.008,0.0,134.948,16564.0,91.06,0.0,0.0,13.32,489515.0,1151.13,0.02,0.0,351.34,72234.0,298.41,0.01,0.0,115.68,196854.737256,415.086212888,0.00836660026534,0.0,139.091001578,DEER
221289.0,334.28,0.0,0.0,153.63,137289.0,260.63,0.0,0.0,9.13,305289.0,407.93,0.0,0.0,298.13,221289.0,334.28,0.0,0.0,153.63,118793.939239,104.156828869,0.0,0.0,204.353859763,DEER
53280.25,467.898333333,0.0166666666667,0.0,182.835833333,7737.0,117.97,0.0,-0.0,10.28,136711.0,1359.95,0.08,-0.0,357.21,36306.5,278.43,0.01,0.0,192.12,43060.314651,429.128137376,0.0222928171609,0.0,114.446441023,DEER
72909.4285714,565.447142857,0.01,0.0,164.68,-0.0,0.0,0.0,-0.0,0.0,260710.0,1377.43,0.04,-0.0,359.63,47612.0,552.37,0.01,-0.0,92.84,85231.0235534,456.856029026,0.0141421356237,0.0,143.811911305,DEER
8499.1627907,251.561860465,0.053023255814,0.0,182.460697674,610.0,0.0,0.0,0.0,0.0,43795.0,2674.99,0.43,0.0,359.62,5116.0,169.81,0.02,-0.0,174.76,9181.17044082,440.556708059,0.0814316799158,0.0,115.40944505,DEER
6885.69411765,199.792352941,0.0603529411765,0.0,196.330588235,446.0,0.0,0.0,-0.0,0.0,50461.0,945.3,0.46,-0.0,359.62,4029.0,132.44,0.04,0.0,182.83,8561.98857357,179.290600879,0.0775586883596,0.0,122.440850057,DEER
90091.875,367.9575,0.07375,0.0,252.4925,1954.0,142.56,0.0,-0.0,135.27,594441.0,865.22,0.24,-0.0,353.14,11781.5,304.375,0.02,0.0,261.775,204754.833558,241.166310651,0.0939509750577,0.0,92.3718571474,DEER
4896.53,225.1613,0.0763,0.0,179.9699,370.0,0.0,0.0,-0.0,0.0,33167.0,1239.47,0.38,-0.0,359.62,2097.5,132.13,0.055,0.0,179.62,5882.70710455,211.054847023,0.0742593734518,0.0,111.092908014,DEER
12792.2291667,306.380625,0.0479166666667,0.0,177.512708333,1879.0,69.76,0.0,0.0,2.03,81701.0,915.14,0.19,0.0,359.62,6721.0,230.6,0.04,-0.0,176.61,15869.8283575,198.097436464,0.0367254525533,0.0,115.379592424,DEER
13987.2325581,500.348837209,0.0686046511628,0.0,187.415581395,1451.0,14.39,0.0,0.0,2.19,59875.0,1593.43,0.45,0.0,359.62,8624.0,381.88,0.05,0.0,188.59,14158.228277,415.388964381,0.0852609829638,0.0,118.558817818,DEER
7382.13253012,279.895542169,0.0527710843373,0.0,159.574698795,1058.0,0.0,0.0,-0.0,0.0,38020.0,1123.81,0.39,-0.0,358.23,4495.0,210.14,0.03,-0.0,164.27,5815.73102334,229.917444597,0.0568119116034,0.0,109.701991592,DEER
9389.359375,313.4815625,0.0640625,0.0,156.476875,857.0,0.0,0.0,0.0,0.0,40967.0,842.11,0.57,0.0,356.84,4471.0,246.295,0.03,0.0,164.435,8392.10778217,237.133089784,0.102395417029,0.0,119.676121843,DEER
224351.363636,426.100909091,0.122727272727,0.0,138.763636364,714.0,0.0,0.0,0.0,0.0,2368092.0,1035.14,0.96,0.0,355.3,7707.0,298.24,0.02,0.0,171.85,711047.75341,323.722079829,0.280324487303,0.0,114.625369467,DEER
462214.644444,321.302666667,0.0375555555556,0.0,217.064,707.0,42.5,0.0,0.0,14.56,20295776.0,3243.8,0.24,0.0,359.61,6295.0,212.23,0.02,0.0,190.97,3023824.91388,486.307264136,0.0458830309074,0.0,101.316878146,DEER
6251.6,281.5954,0.0528,0.0,209.811,2700.0,0.0,0.0,0.0,0.0,17424.0,1341.41,0.19,0.0,359.62,4387.5,197.91,0.03,0.0,181.235,3411.58480738,266.540772921,0.0523348715056,0.0,109.621255373,DEER
10578.0508475,298.531186441,0.034406779661,0.0,197.127457627,484.0,0.0,0.0,0.0,0.0,119735.0,4975.81,0.19,0.0,359.63,5325.0,161.58,0.02,-0.0,179.63,16005.5369659,644.757668669,0.0363067005519,0.0,110.372647499,DEER
22657.5769231,344.190384615,0.03,0.0,179.128846154,4237.0,44.16,0.0,0.0,7.27,100292.0,879.17,0.12,0.0,359.62,12148.0,281.175,0.02,-0.0,178.23,23855.5530578,235.801950568,0.0292574776767,0.0,109.453087131,DEER
8880.82352941,321.757205882,0.0605882352941,0.0,188.789117647,612.0,0.0,0.0,0.0,0.0,45016.0,1086.19,1.09,0.0,359.62,5825.5,259.46,0.035,0.0,183.61,7014.8365795,267.027803823,0.137546544122,0.0,120.372504518,DEER
14577.547619,489.517380952,0.0978571428571,0.0,212.44,552.0,42.49,0.0,-0.0,2.83,59727.0,3310.83,2.21,-0.0,359.62,9847.0,294.13,0.03,0.0,183.355,13080.6217615,623.25309825,0.338111943609,0.0,113.005733915,DEER
18054.1176471,398.393235294,0.0397058823529,0.0,179.977352941,1882.0,50.08,0.0,-0.0,4.43,72386.0,1179.65,0.19,-0.0,358.81,9973.5,332.39,0.03,-0.0,185.525,19668.9998972,314.28000235,0.0423180808207,0.0,116.613872175,DEER
23297.7037037,504.212222222,0.0411111111111,0.0,187.222222222,4358.0,69.76,0.0,0.0,1.46,79944.0,1788.23,0.17,0.0,359.61,22608.0,478.22,0.02,0.0,187.37,20724.2390132,393.725613451,0.0443181967605,0.0,126.419912299,DEER
30941.0,691.377,0.045,0.0,207.932,4466.0,114.21,0.0,-0.0,4.2,74964.0,2043.67,0.17,-0.0,359.62,22962.0,598.89,0.03,0.0,184.25,26698.5245029,568.567747888,0.0462828830472,0.0,105.960862864,DEER
92002.4,507.379333333,0.056,0.0,146.362,3427.0,124.27,0.0,0.0,8.1,1030040.0,1130.88,0.24,0.0,350.44,10870.0,456.68,0.04,0.0,144.59,261422.684326,271.871356014,0.0700815851093,0.0,119.984141285,DEER
12774.7931034,187.885862069,0.146206896552,-0.00275862068966,206.030689655,47.0,14.39,0.0,-0.08,3.47,43084.0,679.39,3.61,0.0,359.62,7436.0,127.5,0.02,0.0,179.62,10044.3165144,167.427744213,0.666667692938,0.0148556270542,114.938700586,DEER
18476.3888889,198.905,0.0236111111111,0.0,189.447222222,684.0,14.39,0.0,0.0,4.43,145862.0,558.48,0.13,0.0,359.62,14264.5,141.05,0.015,0.0,179.62,23888.8945989,134.152896449,0.0287006996209,0.0,111.48726317,DEER
52594.4615385,251.967692308,0.0169230769231,0.0,153.676923077,6748.0,100.74,0.0,-0.0,3.47,351360.0,641.13,0.09,-0.0,311.26,21279.0,214.58,0.01,0.0,172.34,92745.6274168,150.031587849,0.0235883500146,0.0,99.359630416,DEER
42134.9166667,400.714166667,0.0258333333333,0.0,206.5275,6665.0,100.16,0.0,-0.0,15.55,325132.0,1664.08,0.09,-0.0,359.62,11165.5,284.325,0.015,0.0,176.95,89901.439725,428.091464812,0.0246644143116,0.0,120.691150773,DEER
20676.6428571,337.355,0.0207142857143,0.0,174.905357143,6588.0,0.0,0.0,-0.0,0.0,86392.0,1511.3,0.06,-0.0,354.76,13886.5,255.485,0.01,0.0,174.365,19146.4260493,339.531012531,0.0176233371012,0.0,121.445683652,DEER
100554.285714,484.044285714,0.0185714285714,0.0,155.132857143,7555.0,28.78,0.0,-0.0,3.9,427331.0,882.9,0.05,-0.0,302.39,53730.0,396.54,0.01,0.0,206.74,147108.501804,297.787730151,0.0219306265518,0.0,118.957258951,DEER
55193.5555556,257.667777778,0.0122222222222,0.0,173.66,6769.0,28.79,0.0,-0.0,7.27,250605.0,786.37,0.04,-0.0,359.62,22421.0,200.31,0.01,0.0,164.27,79523.4784484,233.206488105,0.0130170827932,0.0,122.905274094,DEER
51238.6923077,484.549230769,0.02,0.0,160.766923077,8129.0,81.66,0.0,-0.0,6.58,128233.0,1208.52,0.06,-0.0,345.76,39589.0,431.81,0.01,-0.0,187.13,38800.8289761,333.871647205,0.0208166599947,0.0,101.029067054,DEER
80753.4285714,460.464285714,0.0214285714286,0.0,213.725714286,7977.0,73.31,0.0,-0.0,51.27,216714.0,1274.25,0.07,-0.0,358.97,80251.0,339.7,0.01,-0.0,194.56,76476.0316044,393.815774648,0.0302371578407,0.0,113.560956738,DEER
6953232.66667,1892.99,0.0133333333333,0.0,166.506666667,7592.0,58.99,0.0,-0.0,0.85,20844118.0,5361.9,0.03,-0.0,312.66,7988.0,258.08,0.01,-0.0,186.01,12029859.5814,3005.81297623,0.0152752523165,0.0,156.817263187,DEER
7682.43243243,277.105405405,0.0405405405405,0.0,201.13027027,620.0,42.5,0.01,0.0,1.39,14092.0,806.63,0.12,0.0,359.63,6975.0,212.25,0.03,0.0,189.13,2662.99230754,216.728153475,0.0334120691722,0.0,111.936158528,DEER
8965.82089552,333.023432836,0.0541791044776,0.0,189.944626866,293.0,0.0,0.0,-0.0,0.0,25846.0,1310.06,0.49,-0.0,359.63,6872.0,254.68,0.03,-0.0,179.63,5513.07282992,300.748634963,0.0765179569682,0.0,117.360562556,DEER
57366.3181818,590.69,0.0790909090909,0.0,209.553181818,1834.0,14.37,0.0,0.0,6.46,1080531.0,2177.03,0.33,0.0,359.62,6995.5,488.455,0.045,0.0,179.63,228566.123073,568.65253835,0.0904964661719,0.0,104.53394529,DEER
15225.0810811,377.857567568,0.0427027027027,0.0,181.827567568,2897.0,42.49,0.01,0.0,3.47,75788.0,1785.63,0.24,0.0,359.62,6273.0,297.42,0.03,-0.0,182.03,16532.6588226,343.109406469,0.0503680150188,0.0,114.710826318,DEER
15623.8717949,504.449230769,0.135641025641,-0.00025641025641,207.220512821,323.0,42.48,0.0,-0.01,6.98,47713.0,1145.53,3.32,-0.0,359.62,12050.0,403.87,0.03,-0.0,187.8,12038.856466,319.586435342,0.527011409403,0.00160128153805,110.766549576,DEER
13538.3636364,439.032272727,0.0415909090909,0.0,205.942954545,1712.0,44.15,0.0,-0.0,1.38,38586.0,2379.85,0.23,-0.0,355.45,12257.5,264.03,0.03,-0.0,187.61,9536.86059722,461.392664869,0.0474926276687,0.0,110.094608988,DEER
15109.4,463.65375,0.0535,-0.00025,174.09225,101.0,28.77,0.0,-0.01,2.83,75729.0,1910.78,0.9,-0.0,355.73,12390.0,313.125,0.02,0.0,179.62,12720.1022448,459.032557438,0.140321060429,0.00158113883008,109.878895934,DEER
13099.6304348,332.743478261,0.0515217391304,0.0,178.935652174,940.0,0.0,0.0,0.0,0.0,51412.0,1824.6,0.91,0.0,359.62,12261.0,229.31,0.02,0.0,179.62,10782.3221563,358.494109558,0.134692528726,0.0,119.993357828,DEER
9173.26086957,161.852028986,0.0373913043478,0.0,214.150434783,674.0,0.0,0.0,-0.0,0.0,45542.0,721.59,0.63,-0.0,359.62,6490.0,129.24,0.01,0.0,184.43,6394.14232544,140.044090479,0.0931894366318,0.0,111.571654099,DEER
9853.6,145.936333333,0.0195,0.0,191.1945,1264.0,0.0,0.0,-0.0,0.0,36486.0,692.55,0.18,-0.0,359.62,7254.0,107.885,0.01,-0.0,179.62,6161.56552911,134.365865658,0.0260003259432,0.0,109.877837457,DEER
9975.69491525,220.709322034,0.0564406779661,0.0,183.725762712,371.0,0.0,0.0,-0.0,0.0,44825.0,1156.55,1.64,-0.0,359.62,7361.0,129.24,0.02,-0.0,184.43,6617.41139684,255.131394714,0.215100319112,0.0,122.770425131,DEER
13054.4583333,368.914583333,0.03625,0.0,168.320208333,2259.0,14.39,0.0,0.0,2.03,50539.0,1357.95,0.22,0.0,359.62,8011.5,300.335,0.02,0.0,179.615,9519.68613142,284.604206537,0.0377914208434,0.0,103.979179902,DEER
12139.62,416.1896,0.0458,0.0,187.0878,2719.0,0.0,0.0,0.0,0.0,30898.0,2854.22,0.51,0.0,359.62,7613.5,262.08,0.02,0.0,179.62,7825.55096812,504.702104657,0.0814684113066,0.0,114.141182864,DEER
37814.5625,643.36375,0.029375,0.0,182.295625,7199.0,44.15,0.0,0.0,10.67,242464.0,2100.25,0.1,0.0,348.79,24815.0,448.375,0.02,0.0,182.17,56073.26008,595.81808953,0.0269490259564,0.0,111.559554676,DEER
